delta_v,delta_treasury(3Y)t,delta_treasury(3Y)t-1,delta_treasury(1Y)t,delta_treasury(1Y)t-1,deltaAAAt,deltaAAAt-1,deltaAAplt,deltaAAplt-1,deltaAAmit,deltaAAmit-1,deltaAplt,deltaAplt-1,deltaAt,deltaAt-1,deltaAmit,deltaAmit-1,deltaAAt,deltaAAt-1
6.00E-05,-0.025,-0.019,-0.022,-0.007,0.025,0.019,0.025,0.019,0.025,0.019,0.025,0.019,0.025,0.019,0.025,0.019,0.025,0.019
0.00012,-0.004,-0.025,0.007,-0.022,0.004,0.025,0.004,0.025,0.004,0.025,0.004,0.025,0.004,0.025,0.004,0.025,0.004,0.025
-0.00025,-0.008,-0.004,-0.006,0.007,0.008,0.004,0.008,0.004,0.008,0.004,0.008,0.004,0.008,0.004,0.008,0.004,0.008,0.004
3.00E-05,-0.013,-0.008,-0.009,-0.006,0.013,0.008,0.013,0.008,0.013,0.008,0.013,0.008,0.013,0.008,0.013,0.008,0.013,0.008
0.00376,0.033,-0.013,0.02,-0.009,-0.033,0.013,-0.033,0.013,-0.033,0.013,-0.033,0.013,-0.033,0.013,-0.033,0.013,-0.033,0.013
-0.00027,0.007,0.033,0,0.02,-0.007,-0.033,-0.007,-0.033,-0.007,-0.033,-0.007,-0.033,-0.007,-0.033,-0.007,-0.033,-0.007,-0.033
0.00042,-0.016,0.007,-0.006,0,0.016,-0.007,0.016,-0.007,0.016,-0.007,0.016,-0.007,0.016,-0.007,0.016,-0.007,0.016,-0.007
-1.00E-05,-0.006,-0.016,0,-0.006,0.006,0.016,0.006,0.016,0.006,0.016,0.006,0.016,0.006,0.016,0.006,0.016,0.006,0.016
-0.00016,-0.009,-0.006,-0.006,0,0.009,0.006,0.009,0.006,0.009,0.006,0.009,0.006,0.009,0.006,0.009,0.006,0.009,0.006
0.00054,0.011,-0.009,0.006,-0.006,-0.011,0.009,-0.011,0.009,-0.011,0.009,-0.011,0.009,-0.011,0.009,-0.011,0.009,-0.011,0.009
3.00E-05,0.002,0.011,0,0.006,-0.002,-0.011,-0.002,-0.011,-0.002,-0.011,-0.002,-0.011,-0.002,-0.011,-0.002,-0.011,-0.002,-0.011
-3.00E-05,-0.01,0.002,-0.003,0,0.01,-0.002,0.01,-0.002,0.01,-0.002,0.01,-0.002,0.01,-0.002,0.01,-0.002,0.01,-0.002
5.00E-05,-0.001,-0.01,-0.002,-0.003,0.001,0.01,0.001,0.01,0.001,0.01,0.001,0.01,0.001,0.01,0.001,0.01,0.001,0.01
-0.00028,-0.035,-0.001,-0.012,-0.002,0.035,0.001,0.035,0.001,0.035,0.001,0.035,0.001,0.035,0.001,0.035,0.001,0.035,0.001
-0.00018,-0.005,-0.035,-0.005,-0.012,0.005,0.035,0.005,0.035,0.005,0.035,0.005,0.035,0.005,0.035,0.005,0.035,0.005,0.035
0.00014,0.011,-0.005,-0.003,-0.005,-0.011,0.005,-0.011,0.005,-0.011,0.005,-0.011,0.005,-0.011,0.005,-0.011,0.005,-0.011,0.005
-2.00E-05,-0.018,0.011,-0.002,-0.003,0.018,-0.011,0.018,-0.011,0.018,-0.011,0.018,-0.011,0.018,-0.011,0.018,-0.011,0.018,-0.011
-4.00E-05,0.004,-0.018,-0.009,-0.002,-0.004,0.018,-0.004,0.018,-0.004,0.018,-0.004,0.018,-0.004,0.018,-0.004,0.018,-0.004,0.018
0.00028,-0.019,0.004,-0.01,-0.009,0.019,-0.004,0.019,-0.004,0.019,-0.004,0.019,-0.004,0.019,-0.004,0.019,-0.004,0.019,-0.004
-0.00124,-0.005,-0.019,-0.009,-0.01,0.005,0.019,0.005,0.019,0.005,0.019,0.005,0.019,0.005,0.019,0.005,0.019,0.005,0.019
-0.00013,0.009,-0.005,0.005,-0.009,-0.009,0.005,-0.009,0.005,-0.009,0.005,-0.009,0.005,-0.009,0.005,-0.009,0.005,-0.009,0.005
0.00076,0.002,0.009,0,0.005,-0.002,-0.009,-0.002,-0.009,-0.002,-0.009,-0.002,-0.009,-0.002,-0.009,-0.002,-0.009,-0.002,-0.009
-0.00012,-0.035,0.002,-0.015,0,0.035,-0.002,0.035,-0.002,0.035,-0.002,0.035,-0.002,0.035,-0.002,0.035,-0.002,0.035,-0.002
-3.00E-05,0.007,-0.035,-0.004,-0.015,-0.007,0.035,-0.007,0.035,-0.007,0.035,-0.007,0.035,-0.007,0.035,-0.007,0.035,-0.007,0.035
-0.00015,-0.039,0.007,-0.015,-0.004,0.039,-0.007,0.039,-0.007,0.039,-0.007,0.039,-0.007,0.039,-0.007,0.039,-0.007,0.039,-0.007
0.00056,-0.012,-0.039,-0.034,-0.015,0.012,0.039,0.012,0.039,0.012,0.039,0.012,0.039,0.012,0.039,0.012,0.039,0.012,0.039
-0.00014,-0.005,-0.012,-0.016,-0.034,-0.005,0.012,-0.005,0.012,-0.005,0.012,-0.005,0.012,-0.005,0.012,-0.005,0.012,-0.005,0.012
1.00E-05,-0.028,-0.005,0.011,-0.016,0.028,-0.005,0.028,-0.005,0.028,-0.005,0.028,-0.005,0.028,-0.005,0.028,-0.005,0.028,-0.005
-0.0002,-0.005,-0.028,-0.014,0.011,0.005,0.028,0.005,0.028,0.005,0.028,0.005,0.028,0.005,0.028,0.005,0.028,0.005,0.028
-0.00105,-0.004,-0.005,-0.013,-0.014,0.004,0.005,0.004,0.005,0.004,0.005,0.004,0.005,0.004,0.005,0.004,0.005,0.004,0.005
-0.0002,0.009,-0.004,0.002,-0.013,-0.019,0.004,-0.019,0.004,-0.019,0.004,-0.019,0.004,-0.019,0.004,-0.019,0.004,-0.019,0.004
-0.00029,-0.073,0.009,-0.021,0.002,0.073,-0.019,0.073,-0.019,0.073,-0.019,0.073,-0.019,0.073,-0.019,0.073,-0.019,0.073,-0.019
0.00021,0.011,-0.073,-0.049,-0.021,-0.011,0.073,-0.011,0.073,-0.011,0.073,-0.011,0.073,-0.011,0.073,-0.011,0.073,-0.011,0.073
-0.00027,-0.01,0.011,0.018,-0.049,0.01,-0.011,0.01,-0.011,0.01,-0.011,0.01,-0.011,0.01,-0.011,0.01,-0.011,0.01,-0.011
-0.00032,0.021,-0.01,0.014,0.018,-0.021,0.01,-0.021,0.01,-0.021,0.01,-0.021,0.01,-0.021,0.01,-0.021,0.01,-0.021,0.01
-0.0003,0.002,0.021,0.002,0.014,-0.002,-0.021,-0.012,-0.021,-0.002,-0.021,-0.002,-0.021,-0.002,-0.021,-0.002,-0.021,-0.002,-0.021
0,-0.009,0.002,-0.013,0.002,0.009,-0.002,0.009,-0.012,0.009,-0.002,0.009,-0.002,0.009,-0.002,0.009,-0.002,0.009,-0.002
0,-0.064,-0.009,-0.033,-0.013,0.064,0.009,0.064,0.009,0.064,0.009,0.064,0.009,0.064,0.009,0.064,0.009,0.064,0.009
0.00024,0.02,-0.064,0.001,-0.033,-0.02,0.064,-0.02,0.064,-0.02,0.064,-0.02,0.064,-0.02,0.064,-0.02,0.064,-0.02,0.064
-0.0006,0,0.02,0.01,0.001,0,-0.02,0,-0.02,0,-0.02,0,-0.02,0,-0.02,0,-0.02,0,-0.02
-8.00E-05,0.038,0,-0.004,0.01,-0.038,0,-0.038,0,-0.038,0,-0.038,0,-0.038,0,-0.038,0,-0.038,0
-0.00174,0.018,0.038,0.035,-0.004,-0.018,-0.038,-0.018,-0.038,-0.018,-0.038,-0.018,-0.038,-0.018,-0.038,-0.018,-0.038,-0.018,-0.038
0.00058,-0.002,0.018,0.011,0.035,0.002,-0.018,0.002,-0.018,0.002,-0.018,0.002,-0.018,0.002,-0.018,0.002,-0.018,0.002,-0.018
0.0002,-0.022,-0.002,-0.015,0.011,0.022,0.002,0.022,0.002,0.022,0.002,0.022,0.002,0.022,0.002,0.022,0.002,0.022,0.002
-1.00E-05,0.007,-0.022,0.003,-0.015,-0.007,0.022,-0.007,0.022,-0.007,0.022,-0.007,0.022,-0.007,0.022,-0.007,0.022,-0.007,0.022
0.00149,-0.016,0.007,-0.001,0.003,0.016,-0.007,0.016,-0.007,0.016,-0.007,0.016,-0.007,0.016,-0.007,0.016,-0.007,0.016,-0.007
-0.00018,-0.034,-0.016,-0.027,-0.001,0.034,0.016,0.024,0.016,0.034,0.016,0.034,0.016,0.034,0.016,0.034,0.016,0.034,0.016
2.00E-05,-0.013,-0.034,-0.006,-0.027,0.003,0.034,0.003,0.024,0.003,0.034,0.003,0.034,0.003,0.034,0.003,0.034,0.003,0.034
0.00036,0.007,-0.013,-0.016,-0.006,-0.017,0.003,-0.017,0.003,-0.017,0.003,-0.017,0.003,-0.017,0.003,-0.017,0.003,-0.017,0.003
5.00E-05,-0.001,0.007,0.022,-0.016,-0.029,-0.017,-0.029,-0.017,-0.029,-0.017,-0.029,-0.017,-0.029,-0.017,-0.029,-0.017,-0.029,-0.017
-0.00077,0.002,-0.001,-0.012,0.022,-0.002,-0.029,-0.002,-0.029,-0.002,-0.029,-0.002,-0.029,-0.002,-0.029,-0.002,-0.029,-0.002,-0.029
6.00E-05,0.014,0.002,0.01,-0.012,-0.014,-0.002,-0.014,-0.002,-0.014,-0.002,-0.014,-0.002,-0.014,-0.002,-0.014,-0.002,-0.014,-0.002
0.00029,-0.019,0.014,-0.018,0.01,-0.011,-0.014,-0.011,-0.014,-0.011,-0.014,-0.011,-0.014,-0.011,-0.014,-0.011,-0.014,-0.011,-0.014
2.00E-05,0.005,-0.019,0.014,-0.018,-0.165,-0.011,-0.165,-0.011,-0.165,-0.011,-0.165,-0.011,-0.165,-0.011,-0.165,-0.011,-0.165,-0.011
0.00074,0.01,0.005,-0.003,0.014,-0.01,-0.165,-0.01,-0.165,-0.01,-0.165,-0.01,-0.165,-0.01,-0.165,-0.01,-0.165,-0.01,-0.165
-5.00E-05,-0.003,0.01,-0.008,-0.003,0.003,-0.01,0.003,-0.01,0.003,-0.01,0.003,-0.01,0.003,-0.01,0.003,-0.01,0.003,-0.01
-0.00012,-0.032,-0.003,-0.008,-0.008,0.032,0.003,0.032,0.003,0.032,0.003,0.032,0.003,0.032,0.003,0.032,0.003,0.032,0.003
0.00028,-0.054,-0.032,-0.038,-0.008,0.034,0.032,0.034,0.032,0.034,0.032,0.034,0.032,0.034,0.032,0.034,0.032,0.034,0.032
-1.00E-05,-0.018,-0.054,-0.034,-0.038,0.018,0.034,0.018,0.034,0.018,0.034,0.018,0.034,0.018,0.034,0.018,0.034,0.018,0.034
-0.00017,0.006,-0.018,0.004,-0.034,-0.006,0.018,-0.006,0.018,-0.006,0.018,-0.006,0.018,-0.006,0.018,-0.006,0.018,-0.006,0.018
0.0009,0.006,0.006,0.004,0.004,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006
8.00E-05,-0.018,0.006,-0.005,0.004,0.018,-0.006,0.018,-0.006,0.018,-0.006,0.018,-0.006,0.018,-0.006,0.018,-0.006,0.018,-0.006
0.0003,-0.019,-0.018,-0.009,-0.005,-0.001,0.018,-0.001,0.018,-0.001,0.018,-0.001,0.018,-0.001,0.018,-0.001,0.018,-0.001,0.018
-6.00E-05,0.006,-0.019,-0.008,-0.009,-0.006,-0.001,-0.006,-0.001,-0.006,-0.001,-0.006,-0.001,-0.006,-0.001,-0.006,-0.001,-0.006,-0.001
-0.00066,-0.002,0.006,0.002,-0.008,0.002,-0.006,0.002,-0.006,0.002,-0.006,0.002,-0.006,0.002,-0.006,0.002,-0.006,0.002,-0.006
0.00147,-0.005,-0.002,0.002,0.002,0.005,0.002,0.005,0.002,0.005,0.002,0.005,0.002,0.005,0.002,0.005,0.002,0.005,0.002
0.00071,-0.009,-0.005,-0.008,0.002,0.009,0.005,0.009,0.005,0.009,0.005,0.009,0.005,0.009,0.005,0.009,0.005,0.009,0.005
-1.00E-04,0.017,-0.009,0.008,-0.008,-0.017,0.009,-0.017,0.009,-0.017,0.009,-0.017,0.009,-0.017,0.009,-0.017,0.009,-0.017,0.009
2.00E-05,-0.049,0.017,-0.038,0.008,0.049,-0.017,0.049,-0.017,0.049,-0.017,0.049,-0.017,0.049,-0.017,0.049,-0.017,0.049,-0.017
0.00036,-0.088,-0.049,-0.038,-0.038,0.088,0.049,0.088,0.049,0.088,0.049,0.088,0.049,0.088,0.049,0.088,0.049,0.088,0.049
-0.00049,-0.009,-0.088,-0.017,-0.038,0.009,0.088,0.009,0.088,0.009,0.088,0.009,0.088,0.009,0.088,0.009,0.088,0.009,0.088
-0.00024,-0.01,-0.009,-0.063,-0.017,0.01,0.009,0.01,0.009,0.01,0.009,0.01,0.009,0.01,0.009,0.01,0.009,0.01,0.009
0.00018,0.012,-0.01,-0.031,-0.063,-0.012,0.01,-0.012,0.01,-0.012,0.01,-0.012,0.01,-0.012,0.01,-0.012,0.01,-0.012,0.01
-0.00026,0.021,0.012,-0.025,-0.031,-0.021,-0.012,-0.021,-0.012,-0.021,-0.012,-0.021,-0.012,-0.021,-0.012,-0.021,-0.012,-0.021,-0.012
8.00E-05,-0.004,0.021,-0.01,-0.025,0.004,-0.021,0.004,-0.021,0.004,-0.021,0.004,-0.021,0.004,-0.021,0.004,-0.021,0.004,-0.021
0.0005,-0.032,-0.004,-0.015,-0.01,0.032,0.004,0.032,0.004,0.032,0.004,0.032,0.004,0.032,0.004,0.032,0.004,0.032,0.004
-0.00049,-0.001,-0.032,-0.008,-0.015,0.001,0.032,0.001,0.032,0.001,0.032,0.001,0.032,0.001,0.032,0.001,0.032,0.001,0.032
0.00015,-0.054,-0.001,-0.034,-0.008,0.054,0.001,0.054,0.001,0.054,0.001,0.054,0.001,0.054,0.001,0.054,0.001,0.054,0.001
-9.00E-05,-0.002,-0.054,-0.009,-0.034,0.002,0.054,0.002,0.054,0.002,0.054,0.002,0.054,0.002,0.054,0.002,0.054,0.002,0.054
0.00068,0.008,-0.002,-0.002,-0.009,-0.008,0.002,-0.008,0.002,-0.008,0.002,-0.008,0.002,-0.008,0.002,-0.008,0.002,-0.008,0.002
4.00E-05,0.055,0.008,-0.003,-0.002,-0.055,-0.008,-0.055,-0.008,-0.055,-0.008,-0.055,-0.008,-0.055,-0.008,-0.055,-0.008,-0.055,-0.008
0.00024,-0.026,0.055,0.009,-0.003,0.026,-0.055,0.026,-0.055,0.026,-0.055,0.026,-0.055,0.026,-0.055,0.026,-0.055,0.026,-0.055
2.00E-05,0.039,-0.026,-0.02,0.009,-0.039,0.026,-0.039,0.026,-0.039,0.026,-0.039,0.026,-0.039,0.026,-0.039,0.026,-0.039,0.026
0.00123,-0.048,0.039,-0.034,-0.02,0.048,-0.039,0.048,-0.039,0.048,-0.039,0.048,-0.039,0.048,-0.039,0.048,-0.039,0.048,-0.039
-0.00018,0.05,-0.048,0.021,-0.034,-0.05,0.048,-0.05,0.048,-0.05,0.048,-0.05,0.048,-0.05,0.048,-0.05,0.048,-0.05,0.048
-0.0002,0.009,0.05,0.021,0.021,-0.009,-0.05,-0.009,-0.05,-0.009,-0.05,-0.009,-0.05,-0.009,-0.05,-0.009,-0.05,-0.009,-0.05
0.00057,-0.013,0.009,-0.004,0.021,0.013,-0.009,0.013,-0.009,0.013,-0.009,0.013,-0.009,0.013,-0.009,0.013,-0.009,0.013,-0.009
-0.00012,0.001,-0.013,-0.002,-0.004,0.029,0.013,0.029,0.013,0.029,0.013,0.029,0.013,0.029,0.013,0.029,0.013,0.029,0.013
6.00E-05,0.065,0.001,0.026,-0.002,-0.065,0.029,-0.065,0.029,-0.065,0.029,-0.065,0.029,-0.065,0.029,-0.065,0.029,-0.065,0.029
0.00012,-0.005,0.065,0.014,0.026,0.005,-0.065,0.005,-0.065,0.005,-0.065,0.005,-0.065,0.005,-0.065,0.005,-0.065,0.005,-0.065
6.00E-05,0.013,-0.005,-0.003,0.014,-0.013,0.005,-0.013,0.005,-0.013,0.005,-0.013,0.005,-0.013,0.005,-0.013,0.005,-0.013,0.005
0.00017,0.018,0.013,0.022,-0.003,-0.018,-0.013,-0.018,-0.013,-0.018,-0.013,-0.018,-0.013,-0.018,-0.013,-0.018,-0.013,-0.018,-0.013
-0.00029,0.006,0.018,0.005,0.022,-0.006,-0.018,-0.006,-0.018,-0.006,-0.018,-0.006,-0.018,-0.006,-0.018,-0.006,-0.018,-0.006,-0.018
-0.00015,-0.03,0.006,-0.009,0.005,0.03,-0.006,0.03,-0.006,0.03,-0.006,0.03,-0.006,0.03,-0.006,0.03,-0.006,0.03,-0.006
7.00E-05,0.007,-0.03,0.017,-0.009,-0.007,0.03,-0.007,0.03,-0.007,0.03,-0.007,0.03,-0.007,0.03,-0.007,0.03,-0.007,0.03
0.00016,0.016,0.007,0.016,0.017,-0.006,-0.007,-0.006,-0.007,-0.006,-0.007,-0.006,-0.007,-0.006,-0.007,-0.006,-0.007,-0.006,-0.007
-0.00013,0.09,0.016,0.034,0.016,-0.09,-0.006,-0.09,-0.006,-0.09,-0.006,-0.09,-0.006,-0.09,-0.006,-0.09,-0.006,-0.09,-0.006
-0.00013,-0.033,0.09,0.007,0.034,0.033,-0.09,0.033,-0.09,0.033,-0.09,0.033,-0.09,0.033,-0.09,0.033,-0.09,0.033,-0.09
-0.00021,-0.006,-0.033,0.014,0.007,0.006,0.033,0.006,0.033,0.006,0.033,0.006,0.033,0.006,0.033,0.006,0.033,0.006,0.033
0.00023,0.02,-0.006,0.009,0.014,-0.02,0.006,-0.02,0.006,-0.02,0.006,-0.02,0.006,-0.02,0.006,-0.02,0.006,-0.02,0.006
-0.00029,0.003,0.02,0.003,0.009,-0.003,-0.02,-0.003,-0.02,-0.003,-0.02,-0.003,-0.02,-0.003,-0.02,-0.003,-0.02,-0.003,-0.02
0.00041,-0.001,0.003,-0.003,0.003,0.001,-0.003,0.001,-0.003,0.001,-0.003,0.001,-0.003,0.001,-0.003,0.001,-0.003,0.001,-0.003
0.00011,-0.006,-0.001,0.01,-0.003,0.006,0.001,0.006,0.001,0.006,0.001,0.006,0.001,0.006,0.001,0.006,0.001,0.006,0.001
4.00E-05,-0.021,-0.006,-0.008,0.01,0.021,0.006,0.021,0.006,0.021,0.006,0.021,0.006,0.021,0.006,0.021,0.006,0.021,0.006
0.00106,-0.003,-0.021,0.009,-0.008,0.003,0.021,0.003,0.021,0.003,0.021,0.003,0.021,0.003,0.021,0.003,0.021,0.003,0.021
-0.00079,0,-0.003,-0.005,0.009,0,0.003,0,0.003,0,0.003,0,0.003,0,0.003,0,0.003,0,0.003
0,-0.004,0,-0.001,-0.005,0.004,0,0.004,0,0.004,0,0.004,0,0.004,0,0.004,0,0.004,0
0.0006,0.026,-0.004,0.004,-0.001,-0.026,0.004,-0.026,0.004,-0.026,0.004,-0.026,0.004,-0.026,0.004,-0.026,0.004,-0.026,0.004
0.00013,-0.02,0.026,0.006,0.004,0.02,-0.026,0.02,-0.026,0.02,-0.026,0.02,-0.026,0.02,-0.026,0.02,-0.026,0.02,-0.026
-0.00672,-0.093,-0.02,-0.017,0.006,0.093,0.02,0.093,0.02,0.093,0.02,0.093,0.02,0.093,0.02,0.093,0.02,0.093,0.02
-0.00042,0.022,-0.093,-0.014,-0.017,-0.022,0.093,-0.022,0.093,-0.022,0.093,-0.022,0.093,-0.022,0.093,-0.022,0.093,-0.022,0.093
-0.00021,0.032,0.022,0.021,-0.014,-0.032,-0.022,-0.032,-0.022,-0.032,-0.022,-0.032,-0.022,-0.032,-0.022,-0.032,-0.022,-0.032,-0.022
0.00018,0.012,0.032,-0.004,0.021,-0.252,-0.032,-0.252,-0.032,-0.252,-0.032,-0.252,-0.032,-0.252,-0.032,-0.252,-0.032,-0.252,-0.032
-0.00043,0.005,0.012,0.015,-0.004,-0.005,-0.252,-0.005,-0.252,-0.005,-0.252,-0.005,-0.252,-0.005,-0.252,-0.005,-0.252,-0.005,-0.252
6.00E-05,0,0.005,-0.002,0.015,0,-0.005,0,-0.005,0,-0.005,0,-0.005,0,-0.005,0,-0.005,0,-0.005
-2.00E-05,0,0,-0.009,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00059,0.039,0,0.005,-0.009,-0.039,0,-0.039,0,-0.039,0,-0.039,0,-0.039,0,-0.039,0,-0.039,0
-0.00215,0.055,0.039,0.003,0.005,-0.055,-0.039,-0.055,-0.039,-0.055,-0.039,-0.055,-0.039,-0.055,-0.039,-0.055,-0.039,-0.055,-0.039
-6.00E-05,0,0.055,0.014,0.003,0,-0.055,0,-0.055,0,-0.055,0,-0.055,0,-0.055,0,-0.055,0,-0.055
-0.00109,0.033,0,-0.002,0.014,-0.033,0,-0.023,0,-0.023,0,-0.023,0,-0.023,0,-0.023,0,-0.023,0
-0.00085,-0.029,0.033,0.005,-0.002,0.049,-0.033,0.049,-0.023,0.049,-0.023,0.049,-0.023,0.049,-0.023,0.049,-0.023,0.049,-0.023
-0.00035,0.009,-0.029,-0.005,0.005,-0.009,0.049,-0.009,0.049,-0.009,0.049,-0.009,0.049,-0.009,0.049,-0.009,0.049,-0.009,0.049
-5.00E-05,0.008,0.009,0.018,-0.005,-0.008,-0.009,-0.008,-0.009,-0.008,-0.009,-0.008,-0.009,-0.008,-0.009,-0.008,-0.009,-0.008,-0.009
-0.00012,0.039,0.008,0.011,0.018,-0.039,-0.008,-0.039,-0.008,-0.039,-0.008,-0.039,-0.008,-0.039,-0.008,-0.039,-0.008,-0.039,-0.008
0.00025,0.088,0.039,0.042,0.011,-0.088,-0.039,-0.088,-0.039,-0.088,-0.039,-0.088,-0.039,-0.088,-0.039,-0.088,-0.039,-0.088,-0.039
-0.00398,-0.024,0.088,0.001,0.042,0.044,-0.088,0.044,-0.088,0.044,-0.088,0.044,-0.088,0.044,-0.088,0.044,-0.088,0.044,-0.088
-0.00018,-0.018,-0.024,-0.008,0.001,0.018,0.044,0.018,0.044,0.018,0.044,0.018,0.044,0.018,0.044,0.018,0.044,0.018,0.044
-1.00E-04,-0.015,-0.018,-0.001,-0.008,0.015,0.018,0.015,0.018,0.015,0.018,0.015,0.018,0.015,0.018,0.015,0.018,0.015,0.018
-7.00E-05,0.001,-0.015,0.006,-0.001,0.009,0.015,0.009,0.015,0.009,0.015,0.009,0.015,0.009,0.015,0.009,0.015,0.009,0.015
-6.00E-05,0.083,0.001,0.012,0.006,-0.083,0.009,-0.083,0.009,-0.083,0.009,-0.083,0.009,-0.083,0.009,-0.083,0.009,-0.083,0.009
0.00022,-0.028,0.083,0.018,0.012,0.028,-0.083,0.028,-0.083,0.028,-0.083,0.028,-0.083,0.028,-0.083,0.028,-0.083,0.028,-0.083
0.00036,0.008,-0.028,-0.012,0.018,-0.008,0.028,0.022,0.028,0.022,0.028,0.022,0.028,0.022,0.028,0.022,0.028,0.022,0.028
9.00E-05,0.011,0.008,-0.003,-0.012,-0.011,-0.008,-0.011,0.022,-0.011,0.022,-0.011,0.022,-0.011,0.022,-0.011,0.022,-0.011,0.022
0.00028,-0.023,0.011,0.018,-0.003,0.023,-0.011,0.023,-0.011,0.023,-0.011,0.023,-0.011,0.023,-0.011,0.023,-0.011,0.023,-0.011
0.00015,-0.018,-0.023,-0.004,0.018,0.018,0.023,0.018,0.023,0.018,0.023,0.018,0.023,0.018,0.023,0.018,0.023,0.018,0.023
0,0.064,-0.018,-0.015,-0.004,-0.064,0.018,-0.064,0.018,-0.064,0.018,-0.064,0.018,-0.064,0.018,-0.064,0.018,-0.064,0.018
3.00E-05,-0.054,0.064,0.016,-0.015,0.054,-0.064,0.054,-0.064,0.054,-0.064,0.054,-0.064,0.054,-0.064,0.054,-0.064,0.054,-0.064
0.00038,0.005,-0.054,0.001,0.016,-0.005,0.054,-0.005,0.054,-0.005,0.054,-0.005,0.054,-0.005,0.054,-0.005,0.054,-0.005,0.054
0.00066,-0.002,0.005,0.003,0.001,0.002,-0.005,0.002,-0.005,0.002,-0.005,0.002,-0.005,0.002,-0.005,0.002,-0.005,0.002,-0.005
4.00E-05,0.005,-0.002,0.006,0.003,-0.005,0.002,-0.005,0.002,-0.005,0.002,-0.005,0.002,-0.005,0.002,-0.005,0.002,-0.005,0.002
0.00023,-0.033,0.005,0.001,0.006,0.033,-0.005,0.033,-0.005,0.033,-0.005,0.033,-0.005,0.033,-0.005,0.033,-0.005,0.033,-0.005
-0.0006,-0.035,-0.033,-0.011,0.001,0.035,0.033,0.035,0.033,0.035,0.033,0.035,0.033,0.035,0.033,0.035,0.033,0.035,0.033
-0.00021,0.012,-0.035,-0.007,-0.011,-0.012,0.035,-0.012,0.035,-0.012,0.035,-0.012,0.035,-0.012,0.035,-0.012,0.035,-0.012,0.035
4.00E-05,-0.006,0.012,0.02,-0.007,0.006,-0.012,0.006,-0.012,0.006,-0.012,0.006,-0.012,0.006,-0.012,0.006,-0.012,0.006,-0.012
0.00094,0.019,-0.006,-0.009,0.02,-0.019,0.006,-0.019,0.006,-0.019,0.006,-0.019,0.006,-0.019,0.006,-0.019,0.006,-0.019,0.006
-0.00038,0,0.019,0.004,-0.009,0,-0.019,0,-0.019,0,-0.019,0,-0.019,0,-0.019,0,-0.019,0,-0.019
-0.00109,-0.019,0,-0.004,0.004,0.019,0,0.019,0,0.019,0,0.019,0,0.019,0,0.019,0,0.019,0
-0.00021,-0.026,-0.019,-0.004,-0.004,0.026,0.019,0.026,0.019,0.026,0.019,0.026,0.019,0.026,0.019,0.026,0.019,0.026,0.019
-0.00012,-0.045,-0.026,-0.017,-0.004,0.045,0.026,0.045,0.026,0.045,0.026,0.045,0.026,0.045,0.026,0.045,0.026,0.045,0.026
-0.00046,0.04,-0.045,-0.002,-0.017,-0.04,0.045,-0.04,0.045,-0.04,0.045,-0.04,0.045,-0.04,0.045,-0.04,0.045,-0.04,0.045
4.00E-05,0.035,0.04,0.005,-0.002,-0.035,-0.04,-0.035,-0.04,-0.035,-0.04,-0.035,-0.04,-0.035,-0.04,-0.035,-0.04,-0.035,-0.04
-0.0004,-0.054,0.035,-0.011,0.005,0.054,-0.035,0.054,-0.035,0.054,-0.035,0.054,-0.035,0.054,-0.035,0.054,-0.035,0.054,-0.035
2.00E-05,0.017,-0.054,0.002,-0.011,-0.017,0.054,-0.017,0.054,-0.017,0.054,-0.017,0.054,-0.017,0.054,-0.017,0.054,-0.017,0.054
0.00034,0.007,0.017,0.007,0.002,-0.007,-0.017,-0.007,-0.017,-0.007,-0.017,-0.007,-0.017,-0.007,-0.017,-0.007,-0.017,-0.007,-0.017
0.00106,-0.018,0.007,-0.002,0.007,0.018,-0.007,0.018,-0.007,0.018,-0.007,0.018,-0.007,0.018,-0.007,0.018,-0.007,0.018,-0.007
-0.00081,-0.022,-0.018,-0.015,-0.002,0.022,0.018,0.022,0.018,0.022,0.018,0.022,0.018,0.022,0.018,0.022,0.018,0.022,0.018
0.00088,-0.009,-0.022,-0.009,-0.015,0.009,0.022,0.009,0.022,0.009,0.022,0.009,0.022,0.009,0.022,0.009,0.022,0.009,0.022
-8.00E-05,0.001,-0.009,-0.004,-0.009,-0.001,0.009,-0.001,0.009,-0.001,0.009,-0.001,0.009,-0.001,0.009,-0.001,0.009,-0.001,0.009
-0.00022,0.02,0.001,0.012,-0.004,-0.02,-0.001,-0.02,-0.001,-0.02,-0.001,-0.02,-0.001,-0.02,-0.001,-0.02,-0.001,-0.02,-0.001
-0.00033,-0.033,0.02,-0.014,0.012,0.033,-0.02,0.033,-0.02,0.033,-0.02,0.033,-0.02,0.033,-0.02,0.033,-0.02,0.033,-0.02
2.00E-05,-0.006,-0.033,-0.004,-0.014,0.006,0.033,0.006,0.033,0.006,0.033,0.006,0.033,0.006,0.033,0.006,0.033,0.006,0.033
0.00016,-0.006,-0.006,0.001,-0.004,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006
